tokens:
  名詞 	 ログアウト
  名詞 	 他
  助詞 	 に
  助詞 	 は
  名詞 	 PAOK
  名詞 	 テッサロニキ
  助詞 	 など
  名詞 	 3
  名詞 	 チーム
  助詞 	 のみ
  記号 	 ）
  名詞 	 ギリシャ
  名詞 	 サッカー
  名詞 	 連盟
  記号 	 （
  名詞 	 EPO
  記号 	 ）
  助詞 	 によって
  名詞 	 構成
  動詞 	 さ
  動詞 	 れる
  名詞 	 サッカー
  名詞 	 ギリシャ
  名詞 	 代表
  助詞 	 は
  記号 	 、
  名詞 	 海賊
  助詞 	 の
  名詞 	 愛称
  助詞 	 で
  名詞 	 国民
  助詞 	 から
  動詞 	 親しま
  動詞 	 れ
  助詞 	 て
  動詞 	 いる
  名詞 	 UEFA
  名詞 	 欧州
  名詞 	 選手権
  助詞 	 に
  助詞 	 は
  名詞 	 これ
  助詞 	 まで
  名詞 	 4
  名詞 	 度
  名詞 	 出場
  動詞 	 し
  助詞 	 て
  動詞 	 おり
  記号 	 、
  名詞 	 2004
  名詞 	 年
  名詞 	 大会
  助詞 	 で
  助詞 	 は
  名詞 	 悲願
  助詞 	 の
  接頭詞 	 初
  名詞 	 優勝
  助詞 	 を
  動詞 	 果たし
  助詞 	 て
  動詞 	 いる
  名詞 	 FIFA
  名詞 	 ワールドカップ
  助詞 	 に
  助詞 	 は
  名詞 	 1994
  名詞 	 年
  名詞 	 大会
  記号 	 、
  名詞 	 2010
  名詞 	 年
  名詞 	 大会
  記号 	 、
  名詞 	 2014
  名詞 	 年
  名詞 	 大会
  助詞 	 と
  名詞 	 3
  名詞 	 度
  助詞 	 の
  名詞 	 出場
  名詞 	 経験
  助詞 	 を
  動詞 	 もつ
  名詞 	 ドイツ
  記号 	 ・
  名詞 	 ブンデスリーガ
  助詞 	 で
  名詞 	 2006
  名詞 	 -
  名詞 	 07
  名詞 	 シーズン
  助詞 	 に
  名詞 	 得点
  名詞 	 王
  助詞 	 と
  動詞 	 なっ
  助動詞 	 た
  記号 	 、
  名詞 	 テオファニス・ゲカス
  助詞 	 は
  記号 	 『
  名詞 	 ギリシャ
  助詞 	 の
  名詞 	 神
  記号 	 』
  動詞 	 なる
  名詞 	 尊称
  助詞 	 を
  動詞 	 受け
  助詞 	 て
  動詞 	 いる
  名詞 	 他
  助詞 	 に
  助詞 	 も
  名詞 	 著名
  助動詞 	 な
  名詞 	 サッカー
  名詞 	 選手
  助詞 	 として
  助詞 	 は
  記号 	 、
  名詞 	 ヨアニス・アマナティディス
  助詞 	 や
  名詞 	 ソクラティス・パパスタソプーロス
  記号 	 、
  名詞 	 コスタス・マノラス
  助詞 	 など
  助詞 	 が
  動詞 	 挙げ
  動詞 	 られる
  名詞 	 バスケットボール
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 ギリシャ
  助詞 	 で
  助詞 	 は
  名詞 	 サッカー
  助詞 	 の
  接続詞 	 次に
  名詞 	 バスケットボール
  助詞 	 が
  名詞 	 盛ん
  助動詞 	 で
  助動詞 	 あり
  記号 	 、
  名詞 	 2006
  名詞 	 年
  助詞 	 の
  名詞 	 日本
  名詞 	 開催
  助詞 	 と
  動詞 	 なっ
  助動詞 	 た
  名詞 	 世界
  名詞 	 選手権
  助詞 	 で
  助詞 	 は
  記号 	 、
  名詞 	 NBA
  助詞 	 で
  名詞 	 プレー
  動詞 	 する
  名詞 	 選手
  助詞 	 が
  名詞 	 不在
  助詞 	 の
  名詞 	 中
  助詞 	 で
  名詞 	 ドリーム
  名詞 	 チーム
  助詞 	 を
  動詞 	 下す
  助詞 	 など
  動詞 	 し
  助詞 	 て
  接頭詞 	 準
  名詞 	 優勝
  助詞 	 の
  名詞 	 成績
  助詞 	 を
  動詞 	 収め
  助動詞 	 た
  副詞 	 さらに
  名詞 	 ユーロ
  名詞 	 バスケット
  助詞 	 で
  助詞 	 は
  記号 	 、
  名詞 	 1987
  名詞 	 年
  名詞 	 大会
  助詞 	 と
  名詞 	 2005
  名詞 	 年
  名詞 	 大会
  助詞 	 で
  名詞 	 2
  名詞 	 度
  助詞 	 の
  名詞 	 優勝
  助詞 	 に
  動詞 	 輝い
  助詞 	 て
  動詞 	 いる
  名詞 	 著名
  助動詞 	 な
  名詞 	 出身
  名詞 	 者
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 脚注
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 注釈
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 出典
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 参考
  名詞 	 文献
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 関連
  名詞 	 項目
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 外部
  名詞 	 リンク
  名詞 	 [
  名詞 	 編集
  名詞 	 ]
  名詞 	 座標
  名詞 	 :
  名詞 	 北緯
  名詞 	 38
  名詞 	 度
  名詞 	 東経
  名詞 	 24
  名詞 	 度
  記号 	 ﻿
  名詞 	 /
  記号 	 ﻿
  名詞 	 北緯
  名詞 	 38
  名詞 	 度
  名詞 	 東経
  名詞 	 24
  名詞 	 度
  記号 	 ﻿
  名詞 	 /
  名詞 	 38
  名詞 	 ;
  名詞 	 24
chunks
  ログアウトした
	 --> 編集者の
  編集者の
	 --> ページ
  ページ
	 --> 詳しく
  もっと
	 --> 詳しく
  詳しく
	 --> None
  案内
	 --> None
  ヘルプ
	 --> None
  ツール
	 --> None
  印刷/書き出し
	 --> None
  他の
	 --> プロジェクト
  プロジェクト
	 --> None
  言語
	 --> None
  目次
	 --> None
  ギリシャ
	 --> None
  ギリシャ共和国
	 --> ギリシア語: Ελληνική Δημοκρατία）、
  （ギリシャきょうわ
	 --> こく、
  こく、
	 --> ギリシア語: Ελληνική Δημοκρατία）、
  ギリシア語: Ελληνική Δημοκρατία）、
	 --> 通称ギリシャは、
  通称ギリシャは、
	 --> 共和制国家
  南ヨーロッパに
	 --> 位置する
  位置する
	 --> 共和制国家
  共和制国家
	 --> None
  2011年の
	 --> 国勢調査[
  国勢調査[
	 --> 3]に
  3]に
	 --> よると、
  よると、
	 --> 約3分の1である
  ギリシャの
	 --> 人口は
  人口は
	 --> 約1,081万人、
  約1,081万人、
	 --> 約3分の1である
  面積は
	 --> 約3分の1である
  日本の
	 --> 約3分の1である
  約3分の1である
	 --> None
  アテネは
	 --> 最大都市であり、
  首都および
	 --> 最大都市であり、
  最大都市であり、
	 --> 州都である
  テッサロニキは
	 --> 州都である
  第2の
	 --> 都市および
  都市および
	 --> 州都である
  中央マケドニアの
	 --> 州都である
  州都である
	 --> None
  ギリシャの
	 --> 地理は
  地理は
	 --> あり、
  ヨーロッパの
	 --> 南東端に
  南東端に
	 --> あり、
  あり、
	 --> ある
  アジアおよび
	 --> アフリカとの
  アフリカとの
	 --> 交差点に
  交差点に
	 --> ある
  ある
	 --> None
  バルカン半島南端に
	 --> 位置し、
  位置し、
	 --> 接する
  国境は
	 --> 接する
  北西に
	 --> 接する
  アルバニア、
	 --> 北に
  北に
	 --> 接する
  北マケドニア共和国と
	 --> ブルガリア、
  ブルガリア、
	 --> 北東に
  北東に
	 --> 接する
  トルコと
	 --> 接する
  接する
	 --> None
  同国は
	 --> なり、
  9つの
	 --> 地理的地域から
  地理的地域から
	 --> なり、
  なり、
	 --> 該当する
  マケドニア、
	 --> 中央ギリシャ、
  中央ギリシャ、
	 --> ペロポネソス半島、
  ペロポネソス半島、
	 --> テッサリア、
  テッサリア、
	 --> イピロス、
  イピロス、
	 --> ドデカネス諸島および
  ドデカネス諸島および
	 --> キクラデス諸島を
  キクラデス諸島を
	 --> 含む
  含む
	 --> エーゲ海諸島、
  エーゲ海諸島、
	 --> 西トラキア、
  西トラキア、
	 --> クレタ島、
  クレタ島、
	 --> イオニア諸島が
  イオニア諸島が
	 --> 該当する
  これに
	 --> 該当する
  該当する
	 --> None
  本土の
	 --> 東には
  東には
	 --> エーゲ海、
  エーゲ海、
	 --> イオニア海、
  西には
	 --> イオニア海、
  イオニア海、
	 --> 位置する
  南には
	 --> 位置する
  地中海が
	 --> 位置する
  それぞれ
	 --> 位置する
  位置する
	 --> None
  同国の
	 --> 多数の
  多数の
	 --> 島嶼の
  島嶼の
	 --> うち
  うち
	 --> おり、
  227島には
	 --> おり、
  居住者が
	 --> おり、
  おり、
	 --> 第11位である
  海岸線は
	 --> 第11位である
  全長
	 --> 1万3,676キロで
  1万3,676キロで
	 --> 第11位である
  地中海盆地最長かつ
	 --> 世界
  世界
	 --> 第11位である
  第11位である
	 --> None
  国土の
	 --> 80%は
  80%は
	 --> 山岳地帯であり、
  山岳地帯であり、
	 --> 同国最高峰である
  オリンポス山は
	 --> 同国最高峰である
  2,917メートルで
	 --> 同国最高峰である
  同国最高峰である
	 --> None
  ギリシャの
	 --> 国民国家は
  国民国家は
	 --> 建国されたが、
  オスマン帝国からの
	 --> 独立戦争後の
  独立戦争後の
	 --> 1830年に
  1830年に
	 --> 建国されたが、
  建国されたが、
	 --> さかのぼる
  同国の
	 --> ルーツは
  ルーツは
	 --> 発祥地だと
  全西洋文明の
	 --> 発祥地だと
  発祥地だと
	 --> 考えられる
  考えられる
	 --> 古代ギリシアの
  古代ギリシアの
	 --> 文明に
  文明に
	 --> さかのぼる
  さかのぼる
	 --> None
  ギリシャ自体は
	 --> 発祥地である
  民主主義、
	 --> 西洋哲学、
  西洋哲学、
	 --> 近代オリンピック、
  近代オリンピック、
	 --> 西洋文学[
  西洋文学[
	 --> 4]、歴史学、
  4]、歴史学、
	 --> 政治学、
  政治学、
	 --> 科学的および
  主要な
	 --> 科学的および
  科学的および
	 --> 数学的原理、
  数学的原理、
	 --> 悲劇や
  悲劇や
	 --> 喜劇などの
  喜劇などの
	 --> ドラマの
  ドラマの
	 --> 発祥地である
  発祥地である
	 --> None
  ギリシャの
	 --> 文化的・技術的偉業は
  文化的・技術的偉業は
	 --> 与え、
  世界に
	 --> 与え、
  大きな
	 --> 影響を
  影響を
	 --> 与え、
  与え、
	 --> 形成され、
  アレクサンドロス大王の
	 --> 遠征を通じて
  遠征を通じて
	 --> 受け
  東洋に
	 --> 受け
  影響を
	 --> 受け
  受け
	 --> 形成され、
  ヘレニズムが
	 --> 形成され、
  形成され、
	 --> 与えた
  ローマ帝国や
	 --> あとの
  その
	 --> あとの
  あとの
	 --> 東ローマ帝国への
  東ローマ帝国への
	 --> 編入により
  編入により
	 --> 与えた
  西洋に
	 --> 与えた
  大きな
	 --> 影響を
  影響を
	 --> 与えた
  与えた
	 --> None
  現代の
	 --> ギリシャ人の
  ギリシャ人の
	 --> アイデンティティーは
  アイデンティティーは
	 --> 形成され、
  ギリシャ正教により
	 --> 形成され、
  形成され、
	 --> [5]
  ギリシャの
	 --> 伝統は
  伝統は
	 --> [5]
  より
	 --> 広範な
  広範な
	 --> 正教会に
  正教会に
	 --> 伝播した
  伝播した
	 --> [5]
  [5]
	 --> None
  ギリシャの
	 --> 遺産は
  豊富な
	 --> 遺産は
  遺産は
	 --> 反映され、
  17件の
	 --> 世界遺産数にも
  世界遺産数にも
	 --> 反映され、
  反映され、
	 --> [6]
  ヨーロッパや
	 --> 世界でも
  世界でも
	 --> 有数である
  有数である
	 --> [6]
  [6]
	 --> None
  ギリシャは
	 --> 先進国であり、
  民主主義かつ
	 --> 先進国であり、
  先進国であり、
	 --> 有する
  先進的な
	 --> 高所得経済、
  高所得経済、
	 --> クオリティ・オブ・ライフ、
  高度な
	 --> クオリティ・オブ・ライフ、
  クオリティ・オブ・ライフ、
	 --> 生活水準を
  高度な
	 --> 生活水準を
  生活水準を
	 --> 有する
  有する
	 --> None
  一方で、
	 --> 横行しており、
  数多くの
	 --> 許認可が
  資格や
	 --> 許認可が
  許認可が
	 --> 委ねられている
  政治家に
	 --> 委ねられている
  委ねられている
	 --> 構造を
  構造を
	 --> 背景に
  背景に
	 --> 横行しており、
  賄賂や
	 --> 汚職、
  汚職、
	 --> 脱税が
  脱税が
	 --> 横行しており、
  横行しており、
	 --> [7]
  汚職指数は
	 --> [7]
  ヨーロッパの
	 --> 国家の
  国家の
	 --> 中でも
  中でも
	 --> ある
  イタリアと
	 --> 並んで
  並んで
	 --> 高い
  高い
	 --> レベルに
  レベルに
	 --> ある
  ある
	 --> [7]
  [7]
	 --> None
  ギリシャ危機に
	 --> 象徴される
  象徴される
	 --> 経済問題に
  根深い
	 --> 経済問題に
  経済問題に
	 --> 悩む
  悩む
	 --> None
  国際連合原加盟国であり、
	 --> 一部である
  欧州連合の
	 --> 前身である
  前身である
	 --> 欧州諸共同体の
  欧州諸共同体の
	 --> 10番目の
  10番目の
	 --> 加盟国で、
  加盟国で、
	 --> 一部である
  2001年以来
	 --> ユーロ圏の
  ユーロ圏の
	 --> 一部である
  一部である
	 --> None
  そのほか
	 --> 該当する
  多数の
	 --> 国際機関の
  国際機関の
	 --> 加盟国でもあり、
  加盟国でもあり、
	 --> 該当する
  欧州評議会、
	 --> 8]、OECD、
  NATO[
	 --> 8]、OECD、
  8]、OECD、
	 --> OSCE、
  OSCE、
	 --> WTOが
  WTOが
	 --> 該当する
  これに
	 --> 該当する
  該当する
	 --> None
  ギリシャは
	 --> 観光立国であり、
  世界有数の
	 --> 海運国および
  海運国および
	 --> 観光立国であり、
  観光立国であり、
	 --> 地域投資国である
  バルカン半島最大の
	 --> 経済規模を
  経済規模を
	 --> 有し、
  有し、
	 --> 地域投資国である
  重要な
	 --> 地域投資国である
  地域投資国である
	 --> None
  国名[編集]
	 --> None
  公式名称は
	 --> エリニキ ディモクラティア, 英語: Hellenic Republic
  ギリシア語: Ελληνική Δημοκρατία, Ellinikí Dimokratía, [eliniˈci ðimokraˈti.a]
	 --> （聞く）
  （聞く）
	 --> エリニキ ディモクラティア, 英語: Hellenic Republic
  エリニキ ディモクラティア, 英語: Hellenic Republic
	 --> None
  ギリシア語: Ελλάδα [ɛˈlaða]
	 --> （ 音声ファイル） エラダは、
  （ 音声ファイル） エラダは、
	 --> 形容詞形）
  古代ギリシア語: Ἑλλάς ヘッラス に
	 --> 由来する
  由来する
	 --> 部分は
  （正式名称中の
	 --> Ελληνική の
  Ελληνική の
	 --> 部分は
  部分は
	 --> 形容詞形）
  形容詞形）
	 --> None
  ヘッラスは
	 --> すぎなかったが、
  ホメーロスでは
	 --> すぎなかったが、
  テッサリアの
	 --> プティア地方を
  一都市または
	 --> プティア地方を
  プティア地方を
	 --> 指すに
  指すに
	 --> すぎなかったが、
  すぎなかったが、
	 --> [9]
  のちに
	 --> 指すようになった
  ギリシアそのものを
	 --> 指すようになった
  指すようになった
	 --> [9]
  [9]
	 --> None
  西洋の
	 --> 諸言語は
  諸言語は
	 --> 持つ
  ラテン語: Graeciaに
	 --> 由来する
  由来する
	 --> 形を
  形を
	 --> 持つ
  持つ
	 --> None
  Graecia自体は
	 --> 借用である
  Graeci
	 --> （ギリシア人）の
  （ギリシア人）の
	 --> 土地という
  土地という
	 --> 意味で、
  意味で、
	 --> 借用である
  これ自体古代ギリシア人の
	 --> 自称の
  自称の
	 --> ひとつ、
  ひとつ、
	 --> 借用である
  Γραικοί グライコイの
	 --> 借用である
  借用である
	 --> None
  これも
	 --> 一地方名であったらしいが、
  本来は
	 --> 一地方名であったらしいが、
  ギリシア全体ではなく
	 --> 一地方名であったらしいが、
  一地方名であったらしいが、
	 --> わかっていない
  それが
	 --> わかっていない
  どこであったかは
	 --> わかっていない
  よく
	 --> わかっていない
  わかっていない
	 --> None
  ローマ人は
	 --> [10]
  この
	 --> 語を
  語を
	 --> 借用した
  エトルリア人経由で
	 --> 借用した
  借用した
	 --> [10]
  [10]
	 --> None
  中東の
	 --> 諸言語での
  諸言語での
	 --> 呼称、
  呼称、
	 --> 由来する
  たとえば
	 --> 由来する
  アラビア語の
	 --> ヘブライ語の
  اليونان （al-Yūnān 、
	 --> アル=ユーナーン）、
  アル=ユーナーン）、
	 --> ヘブライ語の
  ヘブライ語の
	 --> トルコ語の
  יוון （Yaván 、
	 --> ヤヴァン）、
  ヤヴァン）、
	 --> トルコ語の
  トルコ語の
	 --> Yunanistan
  Yunanistan
	 --> （ユナニスタン）などは、
  （ユナニスタン）などは、
	 --> 由来する
  すべて
	 --> 由来する
  イオニアに
	 --> 由来する
  由来する
	 --> None
  日本語による
	 --> 公式名称は
  公式名称は
	 --> ギリシア
  ギリシャ共和国で
	 --> ギリシア
  通称は
	 --> ギリシア
  ギリシャまたは
	 --> ギリシア
  ギリシア
	 --> None
  国会の
	 --> 表記される
  制定法や
	 --> 外務省、
  外務省、
	 --> 表記される
  および
	 --> 表記される
  ギリシャの
	 --> 在日大使館の
  在日大使館の
	 --> サイトでは
  サイトでは
	 --> 表記される
  ギリシャと
	 --> 表記される
  表記される
	 --> 一方、
  一方、
	 --> [注釈 1]
  人文系の
	 --> 世界では
  世界では
	 --> 表記される
  ギリシアと
	 --> 表記される
  表記される
	 --> ことが
  ことが
	 --> 多い
  多い
	 --> [注釈 1]
  [注釈 1]
	 --> None
  ギリシャあるいは
	 --> ギリシアという
  ギリシアという
	 --> 名称は、
  名称は、
	 --> 由来し、
  ポルトガル語Gréciaに
	 --> 由来し、
  由来し、
	 --> いったが、
  古くは
	 --> いったが、
  「ゲレシヤ」と
	 --> いったが、
  いったが、
	 --> [11]
  明治以降に
	 --> 変化した
  「ギリシヤ」に
	 --> 変化した
  変化した
	 --> [11]
  [11]
	 --> None
  中国語では
	 --> 表記するが、
  希臘[注釈
	 --> 2]（シーラ）と
  2]（シーラ）と
	 --> 表記するが、
  表記するが、
	 --> 由来する
  これは
	 --> 由来する
  古代ギリシア語
	 --> 「Ἑλλάς」
  「Ἑλλάς」
	 --> （ヘッラス）に
  （ヘッラス）に
	 --> 由来する
  由来する
	 --> None
  日本語での
	 --> 漢字表記も
  漢字表記も
	 --> 希となる
  同じく
	 --> 希となる
  希臘で
	 --> 希となる
  略称は
	 --> 希となる
  希となる
	 --> None
  歴史[編集]
	 --> None
  ギリシア・ローマ時代[編集]
	 --> None
  古代の
	 --> ギリシャは
  ギリシャは
	 --> 成立しており、
  アテナイ、
	 --> スパルタ、
  スパルタ、
	 --> コリントス、
  コリントス、
	 --> テーバイなどの
  テーバイなどの
	 --> ポリス
  多数の
	 --> ポリス
  ポリス
	 --> （都市国家）が
  （都市国家）が
	 --> 成立しており、
  各地域に
	 --> 成立しており、
  成立しており、
	 --> なかった
  ギリシャ全体としては
	 --> なかった
  言語・文化・宗教などを
	 --> 通じた
  通じた
	 --> 集合体で、
  緩やかな
	 --> 集合体で、
  集合体で、
	 --> 形成する
  マケドニア王国に
	 --> 征服されるまで
  征服されるまで
	 --> 形成する
  ギリシャ統一国家を
	 --> 形成する
  形成する
	 --> ことは
  ことは
	 --> なかった
  なかった
	 --> None
  政治的に
	 --> 独立していた
  独立していた
	 --> 各ポリス間では
  各ポリス間では
	 --> 繰り返された
  戦争が
	 --> 繰り返された
  絶え間
	 --> なく
  なく
	 --> 繰り返された
  繰り返された
	 --> None
  紀元前
	 --> 5世紀に
  5世紀に
	 --> 進出してくると、
  アケメネス朝
	 --> 進出してくると、
  （ペルシア帝国）が
	 --> 進出してくると、
  地中海世界に
	 --> 進出してくると、
  進出してくると、
	 --> （ペルシア戦争）
  各ポリスは
	 --> 結び、
  同盟を
	 --> 結び、
  結び、
	 --> （ペルシア戦争）
  これに
	 --> 勝利した
  勝利した
	 --> （ペルシア戦争）
  （ペルシア戦争）
	 --> None
  しかし
	 --> 失った
  その後、
	 --> 失った
  アテナイを
	 --> するデ
  盟主と
	 --> するデ
  するデ
	 --> する
  ロス同盟と
	 --> スパルタを
  スパルタを
	 --> する
  盟主と
	 --> する
  する
	 --> ペロポネソス同盟とで
